payroll_line_id,payroll_run_id,payroll_worker_id,earning_code,earning_description,amount,currency_code,component_family_candidate,off_cycle_flag,retro_flag
LINE-000000209,RUN-IE-2026-02-REG-001,PAY-WKR-000139,UNMAPPED_X,Intentionally unmapped code (blocker),227.87,EUR,UNKNOWN,N,N
LINE-000000210,RUN-IE-2026-02-REG-001,PAY-WKR-000139,BASE,Base salary,6237.71,EUR,BASE,N,N
LINE-000000211,RUN-IE-2026-02-REG-001,PAY-WKR-000140,BASE,Base salary,4054.46,EUR,BASE,N,N
LINE-000000212,RUN-IE-2026-02-REG-001,PAY-WKR-000141,BASE,Base salary,3016.93,EUR,BASE,N,N
LINE-000000213,RUN-IE-2026-02-REG-001,PAY-WKR-000142,BASE,Base salary,2827.42,EUR,BASE,N,N
LINE-000000214,RUN-IE-2026-02-REG-001,PAY-WKR-000143,UNMAPPED_X,Intentionally unmapped code (blocker),94.4,EUR,UNKNOWN,N,N
LINE-000000215,RUN-IE-2026-02-REG-001,PAY-WKR-000143,BASE,Base salary,4257.23,EUR,BASE,N,N
LINE-000000216,RUN-IE-2026-02-REG-001,PAY-WKR-000144,SUSPECT_BASE,Suspected misclassified base-like code,936.72,EUR,BASE,N,N
LINE-000000217,RUN-IE-2026-02-REG-001,PAY-WKR-000144,BASE,Base salary,12361.57,EUR,BASE,N,N
LINE-000000218,RUN-IE-2026-02-REG-001,PAY-WKR-000145,BASE,Base salary,4244.95,EUR,BASE,N,N
LINE-000000219,RUN-IE-2026-02-REG-001,PAY-WKR-000145,BONUS,Bonus payment,1360.54,EUR,VARIABLE,N,N
LINE-000000220,RUN-IE-2026-02-REG-001,PAY-WKR-000146,BASE,Base salary,7922.28,EUR,BASE,N,N
LINE-000000221,RUN-IE-2026-02-REG-001,PAY-WKR-000147,BASE,Base salary,14027.62,EUR,BASE,N,N
LINE-000000222,RUN-IE-2026-02-REG-001,PAY-WKR-000148,BASE,Base salary,1116.34,EUR,BASE,N,N
LINE-000000223,RUN-IE-2026-02-REG-001,PAY-WKR-000149,BASE,Base salary,11705.46,EUR,BASE,N,N
LINE-000000224,RUN-IE-2026-02-REG-001,PAY-WKR-000150,BASE,Base salary,3127.62,EUR,BASE,N,N
LINE-000000225,RUN-IE-2026-02-REG-001,PAY-WKR-000151,BASE,Base salary,3175.71,EUR,BASE,N,N
LINE-000000226,RUN-IE-2026-02-REG-001,PAY-WKR-000152,BASE,Base salary,7902.49,EUR,BASE,N,N
LINE-000000227,RUN-IE-2026-02-REG-001,PAY-WKR-000153,BASE,Base salary,6368.89,EUR,BASE,N,N
LINE-000000228,RUN-IE-2026-02-REG-001,PAY-WKR-000153,ALLOW_TRAVEL,Travel allowance (excluded),128.51,EUR,ALLOWANCE,N,N
LINE-000000229,RUN-IE-2026-02-REG-001,PAY-WKR-000154,BASE,Base salary,7929.35,EUR,BASE,N,N
LINE-000000230,RUN-IE-2026-02-REG-001,PAY-WKR-000155,BASE,Base salary,7161.44,EUR,BASE,N,N
LINE-000000231,RUN-IE-2026-02-REG-001,PAY-WKR-000156,BASE,Base salary,3347.48,EUR,BASE,N,N
LINE-000000232,RUN-IE-2026-02-REG-001,PAY-WKR-000157,BASE,Base salary,6009.24,EUR,BASE,N,N
LINE-000000233,RUN-IE-2026-02-REG-001,PAY-WKR-000157,BONUS,Bonus payment,1001.56,EUR,VARIABLE,N,N
LINE-000000234,RUN-IE-2026-02-REG-001,PAY-WKR-000158,BASE,Base salary,3812.18,EUR,BASE,N,N
LINE-000000235,RUN-IE-2026-02-REG-001,PAY-WKR-000159,BASE,Base salary,3290.43,EUR,BASE,N,N
LINE-000000236,RUN-IE-2026-02-REG-001,PAY-WKR-000160,SUSPECT_BASE,Suspected misclassified base-like code,1142.49,EUR,BASE,N,N
LINE-000000237,RUN-IE-2026-02-REG-001,PAY-WKR-000160,BASE,Base salary,11340.57,EUR,BASE,N,N
LINE-000000238,RUN-IE-2026-02-REG-001,PAY-WKR-000161,BASE,Base salary,6359.86,EUR,BASE,N,N
LINE-000000239,RUN-IE-2026-02-REG-001,PAY-WKR-000162,BASE,Base salary,2661.45,EUR,BASE,N,N
LINE-000000240,RUN-IE-2026-02-REG-001,PAY-WKR-000162,BONUS,Bonus payment,165.27,EUR,VARIABLE,N,N
LINE-000000241,RUN-IE-2026-02-REG-001,PAY-WKR-000163,BASE,Base salary,2656.02,EUR,BASE,N,N
LINE-000000242,RUN-IE-2026-02-REG-001,PAY-WKR-000164,BASE,Base salary,5777.45,EUR,BASE,N,N
LINE-000000243,RUN-IE-2026-02-REG-001,PAY-WKR-000164,ALLOW_TRAVEL,Travel allowance (excluded),103.06,EUR,ALLOWANCE,N,N
LINE-000000244,RUN-IE-2026-02-REG-001,PAY-WKR-000165,BASE,Base salary,11872.65,EUR,BASE,N,N
LINE-000000245,RUN-IE-2026-02-REG-001,PAY-WKR-000166,BASE,Base salary,4096.98,EUR,BASE,N,N
LINE-000000246,RUN-IE-2026-02-REG-001,PAY-WKR-000167,BASE,Base salary,4398.75,EUR,BASE,N,N
LINE-000000247,RUN-IE-2026-02-REG-001,PAY-WKR-000167,BONUS,Bonus payment,635.06,EUR,VARIABLE,N,N
LINE-000000248,RUN-IE-2026-02-REG-001,PAY-WKR-000168,BASE,Base salary,4668.15,EUR,BASE,N,N
LINE-000000249,RUN-IE-2026-02-REG-001,PAY-WKR-000169,BASE,Base salary,2308.3,EUR,BASE,N,N
LINE-000000250,RUN-IE-2026-02-REG-001,PAY-WKR-000170,BASE,Base salary,9487.94,EUR,BASE,N,N
LINE-000000251,RUN-IE-2026-02-REG-001,PAY-WKR-000171,BASE,Base salary,4886.18,EUR,BASE,N,N
LINE-000000252,RUN-IE-2026-02-REG-001,PAY-WKR-000172,BASE,Base salary,8083.21,EUR,BASE,N,N
LINE-000000253,RUN-IE-2026-02-REG-001,PAY-WKR-000172,BONUS,Bonus payment,1288.82,EUR,VARIABLE,N,N
LINE-000000254,RUN-IE-2026-02-REG-001,PAY-WKR-000173,BASE,Base salary,8454.84,EUR,BASE,N,N
LINE-000000255,RUN-IE-2026-02-REG-001,PAY-WKR-000173,BONUS,Bonus payment,3128.22,EUR,VARIABLE,N,N
LINE-000000256,RUN-IE-2026-02-REG-001,PAY-WKR-000174,BASE,Base salary,2133.07,EUR,BASE,N,N
LINE-000000257,RUN-IE-2026-02-REG-001,PAY-WKR-000174,RETRO_ADJ,Retro adjustment (excluded),-110.79,EUR,EXCLUDED,N,Y
LINE-000000258,RUN-IE-2026-02-REG-001,PAY-WKR-000175,BASE,Base salary,2800.05,EUR,BASE,N,N
LINE-000000259,RUN-IE-2026-02-REG-001,PAY-WKR-000176,BASE,Base salary,9557.82,EUR,BASE,N,N
LINE-000000260,RUN-IE-2026-02-REG-001,PAY-WKR-000176,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),14.76,EUR,EXCLUDED,Y,N
LINE-000000261,RUN-IE-2026-02-REG-001,PAY-WKR-000177,BASE,Base salary,6927.64,EUR,BASE,N,N
LINE-000000262,RUN-IE-2026-02-REG-001,PAY-WKR-000178,BASE,Base salary,13207.08,EUR,BASE,N,N
LINE-000000263,RUN-IE-2026-02-REG-001,PAY-WKR-000179,BASE,Base salary,6476.98,EUR,BASE,N,N
LINE-000000264,RUN-IE-2026-02-REG-001,PAY-WKR-000179,BONUS,Bonus payment,1356.15,EUR,VARIABLE,N,N
LINE-000000265,RUN-IE-2026-02-REG-001,PAY-WKR-000180,BASE,Base salary,7512.62,EUR,BASE,N,N
LINE-000000266,RUN-IE-2026-02-REG-001,PAY-WKR-000181,BASE,Base salary,3966.52,EUR,BASE,N,N
LINE-000000267,RUN-IE-2026-02-REG-001,PAY-WKR-000181,BONUS,Bonus payment,868.56,EUR,VARIABLE,N,N
LINE-000000268,RUN-IE-2026-02-REG-001,PAY-WKR-000182,BASE,Base salary,6773.69,EUR,BASE,N,N
LINE-000000269,RUN-IE-2026-02-REG-001,PAY-WKR-000183,BASE,Base salary,3250.01,EUR,BASE,N,N
LINE-000000270,RUN-IE-2026-02-REG-001,PAY-WKR-000184,BASE,Base salary,3381.58,EUR,BASE,N,N
LINE-000000271,RUN-IE-2026-02-REG-001,PAY-WKR-000185,BASE,Base salary,4582.19,EUR,BASE,N,N
LINE-000000272,RUN-IE-2026-02-REG-001,PAY-WKR-000185,RETRO_ADJ,Retro adjustment (excluded),-199.46,EUR,EXCLUDED,N,Y
LINE-000000273,RUN-IE-2026-02-REG-001,PAY-WKR-000186,BASE,Base salary,2632.18,EUR,BASE,N,N
LINE-000000274,RUN-IE-2026-02-REG-001,PAY-WKR-000186,BONUS,Bonus payment,147.9,EUR,VARIABLE,N,N
LINE-000000275,RUN-IE-2026-02-REG-001,PAY-WKR-000186,ALLOW_TRAVEL,Travel allowance (excluded),146.51,EUR,ALLOWANCE,N,N
LINE-000000276,RUN-IE-2026-02-REG-001,PAY-WKR-000187,UNMAPPED_X,Intentionally unmapped code (blocker),144.23,EUR,UNKNOWN,N,N
LINE-000000277,RUN-IE-2026-02-REG-001,PAY-WKR-000187,BASE,Base salary,9718.15,EUR,BASE,N,N
LINE-000000278,RUN-IE-2026-02-REG-001,PAY-WKR-000187,ALLOW_TRAVEL,Travel allowance (excluded),58.77,EUR,ALLOWANCE,N,N
LINE-000000279,RUN-IE-2026-02-REG-001,PAY-WKR-000188,BASE,Base salary,3705.91,EUR,BASE,N,N
LINE-000000280,RUN-IE-2026-02-REG-001,PAY-WKR-000189,BASE,Base salary,10539.95,EUR,BASE,N,N
LINE-000000281,RUN-IE-2026-02-REG-001,PAY-WKR-000190,BASE,Base salary,3036.42,EUR,BASE,N,N
LINE-000000282,RUN-IE-2026-02-REG-001,PAY-WKR-000191,BASE,Base salary,3080.83,EUR,BASE,N,N
LINE-000000283,RUN-IE-2026-02-REG-001,PAY-WKR-000191,RETRO_ADJ,Retro adjustment (excluded),410.66,EUR,EXCLUDED,N,Y
LINE-000000284,RUN-IE-2026-02-REG-001,PAY-WKR-000192,BASE,Base salary,7731.71,EUR,BASE,N,N
LINE-000000285,RUN-IE-2026-02-REG-001,PAY-WKR-000192,BONUS,Bonus payment,1273.56,EUR,VARIABLE,N,N
LINE-000000286,RUN-IE-2026-02-REG-001,PAY-WKR-000193,BASE,Base salary,2287.44,EUR,BASE,N,N
LINE-000000287,RUN-IE-2026-02-REG-001,PAY-WKR-000194,BASE,Base salary,5841.3,EUR,BASE,N,N
LINE-000000288,RUN-IE-2026-02-REG-001,PAY-WKR-000194,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-123.73,EUR,EXCLUDED,Y,N
LINE-000000289,RUN-IE-2026-02-REG-001,PAY-WKR-000195,BASE,Base salary,2747.72,EUR,BASE,N,N
LINE-000000290,RUN-IE-2026-02-REG-001,PAY-WKR-000196,BASE,Base salary,4668.37,EUR,BASE,N,N
LINE-000000291,RUN-IE-2026-02-REG-001,PAY-WKR-000197,BASE,Base salary,12598.0,EUR,BASE,N,N
LINE-000000292,RUN-IE-2026-02-REG-001,PAY-WKR-000197,RETRO_ADJ,Retro adjustment (excluded),254.11,EUR,EXCLUDED,N,Y
LINE-000000293,RUN-IE-2026-02-REG-001,PAY-WKR-000198,BASE,Base salary,5158.19,EUR,BASE,N,N
LINE-000000294,RUN-IE-2026-02-REG-001,PAY-WKR-000199,BASE,Base salary,10891.63,EUR,BASE,N,N
LINE-000000295,RUN-IE-2026-02-REG-001,PAY-WKR-000200,BASE,Base salary,3840.47,EUR,BASE,N,N
LINE-000000296,RUN-IE-2026-02-REG-001,PAY-WKR-000200,BONUS,Bonus payment,541.4,EUR,VARIABLE,N,N
LINE-000000297,RUN-IE-2026-02-REG-001,PAY-WKR-000201,BASE,Base salary,7333.45,EUR,BASE,N,N
LINE-000000298,RUN-IE-2026-02-REG-001,PAY-WKR-000202,BASE,Base salary,3591.68,EUR,BASE,N,N
LINE-000000299,RUN-IE-2026-02-REG-001,PAY-WKR-000203,BASE,Base salary,12997.32,EUR,BASE,N,N
LINE-000000300,RUN-IE-2026-02-REG-001,PAY-WKR-000203,BONUS,Bonus payment,5168.97,EUR,VARIABLE,N,N
LINE-000000301,RUN-IE-2026-02-REG-001,PAY-WKR-000204,BASE,Base salary,12073.52,EUR,BASE,N,N
LINE-000000302,RUN-IE-2026-02-REG-001,PAY-WKR-000204,BONUS,Bonus payment,4586.59,EUR,VARIABLE,N,N
LINE-000000303,RUN-IE-2026-02-REG-001,PAY-WKR-000204,RETRO_ADJ,Retro adjustment (excluded),351.06,EUR,EXCLUDED,N,Y
LINE-000000304,RUN-IE-2026-02-REG-001,PAY-WKR-000205,BASE,Base salary,12339.98,EUR,BASE,N,N
LINE-000000305,RUN-IE-2026-02-REG-001,PAY-WKR-000205,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),203.55,EUR,EXCLUDED,Y,N
LINE-000000306,RUN-IE-2026-02-REG-001,PAY-WKR-000206,BASE,Base salary,7908.08,EUR,BASE,N,N
LINE-000000307,RUN-IE-2026-02-REG-001,PAY-WKR-000207,BASE,Base salary,7221.87,EUR,BASE,N,N
LINE-000000308,RUN-IE-2026-02-REG-001,PAY-WKR-000208,BASE,Base salary,3234.94,EUR,BASE,N,N
LINE-000000309,RUN-IE-2026-02-REG-001,PAY-WKR-000209,BASE,Base salary,8151.76,EUR,BASE,N,N
LINE-000000310,RUN-IE-2026-02-REG-001,PAY-WKR-000210,UNMAPPED_X,Intentionally unmapped code (blocker),100.26,EUR,UNKNOWN,N,N
LINE-000000311,RUN-IE-2026-02-REG-001,PAY-WKR-000210,BASE,Base salary,3303.66,EUR,BASE,N,N
LINE-000000312,RUN-IE-2026-02-REG-001,PAY-WKR-000210,BONUS,Bonus payment,253.58,EUR,VARIABLE,N,N
LINE-000000313,RUN-IE-2026-02-REG-001,PAY-WKR-000211,BASE,Base salary,3356.98,EUR,BASE,N,N
LINE-000000314,RUN-IE-2026-02-REG-001,PAY-WKR-000212,BASE,Base salary,8742.52,EUR,BASE,N,N
LINE-000000315,RUN-IE-2026-02-REG-001,PAY-WKR-000213,BASE,Base salary,2766.05,EUR,BASE,N,N
LINE-000000316,RUN-IE-2026-02-REG-001,PAY-WKR-000214,BASE,Base salary,6098.09,EUR,BASE,N,N
LINE-000000317,RUN-IE-2026-02-REG-001,PAY-WKR-000214,BONUS,Bonus payment,1204.69,EUR,VARIABLE,N,N
LINE-000000318,RUN-IE-2026-02-REG-001,PAY-WKR-000215,BASE,Base salary,8124.31,EUR,BASE,N,N
LINE-000000319,RUN-IE-2026-02-REG-001,PAY-WKR-000216,BASE,Base salary,2661.45,EUR,BASE,N,N
LINE-000000320,RUN-IE-2026-02-REG-001,PAY-WKR-000217,BASE,Base salary,6166.09,EUR,BASE,N,N
LINE-000000321,RUN-IE-2026-02-REG-001,PAY-WKR-000218,BASE,Base salary,3355.78,EUR,BASE,N,N
LINE-000000322,RUN-IE-2026-02-REG-001,PAY-WKR-000218,RETRO_ADJ,Retro adjustment (excluded),157.03,EUR,EXCLUDED,N,Y
LINE-000000323,RUN-IE-2026-02-REG-001,PAY-WKR-000219,BASE,Base salary,2831.84,EUR,BASE,N,N
LINE-000000324,RUN-IE-2026-02-REG-001,PAY-WKR-000220,BASE,Base salary,15745.03,EUR,BASE,N,N
LINE-000000325,RUN-IE-2026-02-REG-001,PAY-WKR-000221,BASE,Base salary,4040.17,EUR,BASE,N,N
LINE-000000326,RUN-IE-2026-02-REG-001,PAY-WKR-000222,SUSPECT_BASE,Suspected misclassified base-like code,1020.46,EUR,BASE,N,N
LINE-000000327,RUN-IE-2026-02-REG-001,PAY-WKR-000222,BASE,Base salary,3700.46,EUR,BASE,N,N
LINE-000000328,RUN-IE-2026-02-REG-001,PAY-WKR-000223,BASE,Base salary,3118.3,EUR,BASE,N,N
LINE-000000329,RUN-IE-2026-02-REG-001,PAY-WKR-000224,UNMAPPED_X,Intentionally unmapped code (blocker),103.49,EUR,UNKNOWN,N,N
LINE-000000330,RUN-IE-2026-02-REG-001,PAY-WKR-000224,BASE,Base salary,6281.58,EUR,BASE,N,N
LINE-000000331,RUN-IE-2026-02-REG-001,PAY-WKR-000224,ALLOW_TRAVEL,Travel allowance (excluded),76.73,EUR,ALLOWANCE,N,N
LINE-000000332,RUN-IE-2026-02-REG-001,PAY-WKR-000225,BASE,Base salary,5901.34,EUR,BASE,N,N
LINE-000000333,RUN-IE-2026-02-REG-001,PAY-WKR-000226,BASE,Base salary,4062.48,EUR,BASE,N,N
LINE-000000334,RUN-IE-2026-02-REG-001,PAY-WKR-000226,BONUS,Bonus payment,945.75,EUR,VARIABLE,N,N
LINE-000000335,RUN-IE-2026-02-REG-001,PAY-WKR-000227,BASE,Base salary,2247.96,EUR,BASE,N,N
LINE-000000336,RUN-IE-2026-02-REG-001,PAY-WKR-000228,BASE,Base salary,4589.16,EUR,BASE,N,N
LINE-000000337,RUN-IE-2026-02-REG-001,PAY-WKR-000228,BONUS,Bonus payment,1172.31,EUR,VARIABLE,N,N
LINE-000000338,RUN-IE-2026-02-REG-001,PAY-WKR-000229,BASE,Base salary,3006.41,EUR,BASE,N,N
LINE-000000339,RUN-IE-2026-02-REG-001,PAY-WKR-000230,UNMAPPED_X,Intentionally unmapped code (blocker),97.08,EUR,UNKNOWN,N,N
LINE-000000340,RUN-IE-2026-02-REG-001,PAY-WKR-000230,BASE,Base salary,4885.41,EUR,BASE,N,N
LINE-000000341,RUN-IE-2026-02-REG-001,PAY-WKR-000231,BASE,Base salary,4477.7,EUR,BASE,N,N
LINE-000000342,RUN-IE-2026-02-REG-001,PAY-WKR-000232,BASE,Base salary,2558.69,EUR,BASE,N,N
LINE-000000343,RUN-IE-2026-02-REG-001,PAY-WKR-000233,BASE,Base salary,2621.91,EUR,BASE,N,N
LINE-000000344,RUN-IE-2026-02-REG-001,PAY-WKR-000234,SUSPECT_BASE,Suspected misclassified base-like code,1055.13,EUR,BASE,N,N
LINE-000000345,RUN-IE-2026-02-REG-001,PAY-WKR-000234,BASE,Base salary,12429.43,EUR,BASE,N,N
LINE-000000346,RUN-IE-2026-02-REG-001,PAY-WKR-000234,BONUS,Bonus payment,2020.92,EUR,VARIABLE,N,N
LINE-000000347,RUN-IE-2026-02-REG-001,PAY-WKR-000235,BASE,Base salary,15444.04,EUR,BASE,N,N
LINE-000000348,RUN-IE-2026-02-REG-001,PAY-WKR-000236,BASE,Base salary,6330.7,EUR,BASE,N,N
LINE-000000349,RUN-IE-2026-02-REG-001,PAY-WKR-000236,ALLOW_TRAVEL,Travel allowance (excluded),121.83,EUR,ALLOWANCE,N,N
LINE-000000350,RUN-IE-2026-02-REG-001,PAY-WKR-000237,BASE,Base salary,2771.5,EUR,BASE,N,N
LINE-000000351,RUN-IE-2026-02-REG-001,PAY-WKR-000238,BASE,Base salary,4434.42,EUR,BASE,N,N
LINE-000000352,RUN-IE-2026-02-REG-001,PAY-WKR-000239,BASE,Base salary,2594.5,EUR,BASE,N,N
LINE-000000353,RUN-IE-2026-02-REG-001,PAY-WKR-000240,BASE,Base salary,13217.89,EUR,BASE,N,N
LINE-000000354,RUN-IE-2026-02-REG-001,PAY-WKR-000241,BASE,Base salary,2536.3,EUR,BASE,N,N
LINE-000000355,RUN-IE-2026-02-REG-001,PAY-WKR-000242,BASE,Base salary,4377.13,EUR,BASE,N,N
LINE-000000356,RUN-IE-2026-02-REG-001,PAY-WKR-000242,ALLOW_TRAVEL,Travel allowance (excluded),121.33,EUR,ALLOWANCE,N,N
LINE-000000357,RUN-IE-2026-02-REG-001,PAY-WKR-000243,BASE,Base salary,4004.22,EUR,BASE,N,N
LINE-000000358,RUN-IE-2026-02-REG-001,PAY-WKR-000243,BONUS,Bonus payment,514.08,EUR,VARIABLE,N,N
LINE-000000359,RUN-IE-2026-02-REG-001,PAY-WKR-000244,SUSPECT_BASE,Suspected misclassified base-like code,746.67,EUR,BASE,N,N
LINE-000000360,RUN-IE-2026-02-REG-001,PAY-WKR-000244,BASE,Base salary,5547.06,EUR,BASE,N,N
LINE-000000361,RUN-IE-2026-02-REG-001,PAY-WKR-000245,BASE,Base salary,2874.09,EUR,BASE,N,N
LINE-000000362,RUN-IE-2026-02-REG-001,PAY-WKR-000246,BASE,Base salary,9218.59,EUR,BASE,N,N
LINE-000000363,RUN-IE-2026-02-REG-001,PAY-WKR-000247,BASE,Base salary,4251.7,EUR,BASE,N,N
LINE-000000364,RUN-IE-2026-02-REG-001,PAY-WKR-000248,BASE,Base salary,7461.28,EUR,BASE,N,N
LINE-000000365,RUN-IE-2026-02-REG-001,PAY-WKR-000248,ALLOW_TRAVEL,Travel allowance (excluded),102.96,EUR,ALLOWANCE,N,N
LINE-000000366,RUN-IE-2026-02-REG-001,PAY-WKR-000249,SUSPECT_BASE,Suspected misclassified base-like code,409.43,EUR,BASE,N,N
LINE-000000367,RUN-IE-2026-02-REG-001,PAY-WKR-000249,BASE,Base salary,4066.41,EUR,BASE,N,N
LINE-000000368,RUN-IE-2026-02-REG-001,PAY-WKR-000249,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-138.01,EUR,EXCLUDED,Y,N
LINE-000000369,RUN-IE-2026-02-REG-001,PAY-WKR-000250,BASE,Base salary,3152.69,EUR,BASE,N,N
LINE-000000370,RUN-IE-2026-02-REG-001,PAY-WKR-000250,BONUS,Bonus payment,544.23,EUR,VARIABLE,N,N
LINE-000000371,RUN-IE-2026-02-REG-001,PAY-WKR-000251,UNMAPPED_X,Intentionally unmapped code (blocker),164.55,EUR,UNKNOWN,N,N
LINE-000000372,RUN-IE-2026-02-REG-001,PAY-WKR-000251,BASE,Base salary,3393.51,EUR,BASE,N,N
LINE-000000373,RUN-IE-2026-02-REG-001,PAY-WKR-000251,RETRO_ADJ,Retro adjustment (excluded),-318.15,EUR,EXCLUDED,N,Y
LINE-000000374,RUN-IE-2026-02-REG-001,PAY-WKR-000252,BASE,Base salary,2939.2,EUR,BASE,N,N
LINE-000000375,RUN-IE-2026-02-REG-001,PAY-WKR-000253,BASE,Base salary,3292.62,EUR,BASE,N,N
LINE-000000376,RUN-IE-2026-02-REG-001,PAY-WKR-000253,BONUS,Bonus payment,667.97,EUR,VARIABLE,N,N
LINE-000000377,RUN-IE-2026-02-REG-001,PAY-WKR-000254,BASE,Base salary,2582.96,EUR,BASE,N,N
LINE-000000378,RUN-IE-2026-02-REG-001,PAY-WKR-000255,BASE,Base salary,9242.7,EUR,BASE,N,N
LINE-000000379,RUN-IE-2026-02-REG-001,PAY-WKR-000255,ALLOW_TRAVEL,Travel allowance (excluded),143.37,EUR,ALLOWANCE,N,N
LINE-000000380,RUN-IE-2026-02-REG-001,PAY-WKR-000256,BASE,Base salary,4429.26,EUR,BASE,N,N
LINE-000000381,RUN-IE-2026-02-REG-001,PAY-WKR-000257,UNMAPPED_X,Intentionally unmapped code (blocker),166.35,EUR,UNKNOWN,N,N
LINE-000000382,RUN-IE-2026-02-REG-001,PAY-WKR-000257,BASE,Base salary,2837.56,EUR,BASE,N,N
LINE-000000383,RUN-IE-2026-02-REG-001,PAY-WKR-000258,BASE,Base salary,4951.43,EUR,BASE,N,N
LINE-000000384,RUN-IE-2026-02-REG-001,PAY-WKR-000259,BASE,Base salary,4469.61,EUR,BASE,N,N
LINE-000000385,RUN-IE-2026-02-REG-001,PAY-WKR-000259,BONUS,Bonus payment,1174.44,EUR,VARIABLE,N,N
LINE-000000386,RUN-IE-2026-02-REG-001,PAY-WKR-000259,ALLOW_TRAVEL,Travel allowance (excluded),117.59,EUR,ALLOWANCE,N,N
LINE-000000387,RUN-IE-2026-02-REG-001,PAY-WKR-000260,BASE,Base salary,4025.87,EUR,BASE,N,N
LINE-000000388,RUN-IE-2026-02-REG-001,PAY-WKR-000261,BASE,Base salary,4473.08,EUR,BASE,N,N
LINE-000000389,RUN-IE-2026-02-REG-001,PAY-WKR-000262,BASE,Base salary,1692.01,EUR,BASE,N,N
LINE-000000390,RUN-IE-2026-02-REG-001,PAY-WKR-000263,BASE,Base salary,3336.73,EUR,BASE,N,N
LINE-000000391,RUN-IE-2026-02-REG-001,PAY-WKR-000264,BASE,Base salary,5267.5,EUR,BASE,N,N
LINE-000000392,RUN-IE-2026-02-REG-001,PAY-WKR-000265,BASE,Base salary,3349.35,EUR,BASE,N,N
LINE-000000393,RUN-IE-2026-02-REG-001,PAY-WKR-000266,BASE,Base salary,10970.76,EUR,BASE,N,N
LINE-000000394,RUN-IE-2026-02-REG-001,PAY-WKR-000266,BONUS,Bonus payment,3920.01,EUR,VARIABLE,N,N
LINE-000000395,RUN-IE-2026-02-REG-001,PAY-WKR-000267,BASE,Base salary,3320.52,EUR,BASE,N,N
LINE-000000396,RUN-IE-2026-02-REG-001,PAY-WKR-000267,RETRO_ADJ,Retro adjustment (excluded),199.74,EUR,EXCLUDED,N,Y
LINE-000000397,RUN-IE-2026-02-REG-001,PAY-WKR-000268,BASE,Base salary,3458.26,EUR,BASE,N,N
LINE-000000398,RUN-IE-2026-02-REG-001,PAY-WKR-000268,BONUS,Bonus payment,812.78,EUR,VARIABLE,N,N
LINE-000000399,RUN-IE-2026-02-REG-001,PAY-WKR-000269,BASE,Base salary,5557.26,EUR,BASE,N,N
LINE-000000400,RUN-IE-2026-02-REG-001,PAY-WKR-000270,BASE,Base salary,3949.86,EUR,BASE,N,N
LINE-000000401,RUN-IE-2026-02-REG-001,PAY-WKR-000270,BONUS,Bonus payment,479.56,EUR,VARIABLE,N,N
LINE-000000402,RUN-IE-2026-02-REG-001,PAY-WKR-000271,BASE,Base salary,3823.57,EUR,BASE,N,N
LINE-000000403,RUN-IE-2026-02-REG-001,PAY-WKR-000272,BASE,Base salary,8213.31,EUR,BASE,N,N
LINE-000000404,RUN-IE-2026-02-REG-001,PAY-WKR-000273,BASE,Base salary,14945.43,EUR,BASE,N,N
LINE-000000405,RUN-IE-2026-02-REG-001,PAY-WKR-000274,BASE,Base salary,7436.03,EUR,BASE,N,N
LINE-000000406,RUN-IE-2026-02-REG-001,PAY-WKR-000275,BASE,Base salary,2779.17,EUR,BASE,N,N
LINE-000000407,RUN-IE-2026-02-REG-001,PAY-WKR-000276,BASE,Base salary,2984.93,EUR,BASE,N,N
LINE-000000408,RUN-IE-2026-02-REG-001,PAY-WKR-000277,BASE,Base salary,11997.8,EUR,BASE,N,N
LINE-000000409,RUN-IE-2026-02-REG-001,PAY-WKR-000277,BONUS,Bonus payment,1112.83,EUR,VARIABLE,N,N
LINE-000000410,RUN-IE-2026-02-REG-001,PAY-WKR-000278,BASE,Base salary,4082.27,EUR,BASE,N,N
LINE-000000411,RUN-IE-2026-02-REG-001,PAY-WKR-000278,BONUS,Bonus payment,201.44,EUR,VARIABLE,N,N
LINE-000000412,RUN-IE-2026-02-REG-001,PAY-WKR-000279,BASE,Base salary,12364.53,EUR,BASE,N,N
LINE-000000413,RUN-IE-2026-02-REG-001,PAY-WKR-000280,BASE,Base salary,3528.06,EUR,BASE,N,N
LINE-000000414,RUN-IE-2026-02-REG-001,PAY-WKR-000280,ALLOW_TRAVEL,Travel allowance (excluded),44.59,EUR,ALLOWANCE,N,N
LINE-000000415,RUN-IE-2026-02-REG-001,PAY-WKR-000281,BASE,Base salary,3281.42,EUR,BASE,N,N
LINE-000000416,RUN-IE-2026-02-REG-001,PAY-WKR-000281,ALLOW_TRAVEL,Travel allowance (excluded),73.26,EUR,ALLOWANCE,N,N
LINE-000000417,RUN-IE-2026-02-REG-001,PAY-WKR-000282,BASE,Base salary,5618.45,EUR,BASE,N,N
LINE-000000418,RUN-IE-2026-02-REG-001,PAY-WKR-000283,BASE,Base salary,2556.34,EUR,BASE,N,N
